INSTNM,STABBR,year,earnings_med,count_not_working,count_working
Santa Barbara Business College-Bakersfield,CA,2011,24000,145,383
Westwood College-Los Angeles,CA,2011,32200,269,1179
Santa Barbara Business College-Santa Maria,CA,2011,29000,103,328
Santa Barbara City College,CA,2011,33900,370,1227
Santa Clara University,CA,2011,67700,88,1046
Santa Monica College,CA,2011,31800,647,2408
Santa Rosa Junior College,CA,2011,33900,420,1121
Scripps College,CA,2011,47200,22,171
Wyotech-Fremont,CA,2011,38800,206,912
College of the Sequoias,CA,2011,26500,659,2349
Shasta Bible College and Graduate School,CA,2011,0,11,35
Shasta College,CA,2011,24900,727,1598
Sierra College,CA,2011,29500,580,1531
Sierra College of Beauty,CA,2011,8400,36,60
Sierra Valley College of Court Reporting,CA,2011,32200,25,80
Simpson University,CA,2011,33700,109,583
College of the Siskiyous,CA,2011,25600,160,478
Charles A Jones Career and Education Center,CA,2011,24400,418,698
Skyline College,CA,2011,38000,192,622
San Berrdino Valley College,CA,2011,24900,1008,2529
Saint Mary's College of California,CA,2011,59000,157,1267
Solano Community College,CA,2011,34100,313,850
Sonoma State University,CA,2011,45600,265,1844
Pincle College,CA,2011,30000,18,62
South Baylo University,CA,2011,21600,78,91
South Coast College,CA,2011,30100,56,183
Vanguard University of Southern California,CA,2011,38800,127,710
Concorde Career College-Garden Grove,CA,2011,36700,169,694
Southwestern College,CA,2011,30700,572,2368
Southern California Institute of Architecture,CA,2011,0,18,49
University of Southern California,CA,2011,66100,512,4565
Taft College,CA,2011,31800,67,207
Thomas Aquis College,CA,2011,0,21,38
Marinello Schools of Beauty-Lake Forest,CA,2011,0,21,38
Epic Bible College,CA,2011,27500,44,69
United Education Institute-Huntington Park Campus,CA,2011,25500,1592,4843
Concorde Career College-San Berrdino,CA,2011,27000,294,857
Universal College of Beauty Inc-Los Angeles 1,CA,2011,16300,52,98
Concorde Career College-North Hollywood,CA,2011,39600,142,705
Ventura College,CA,2011,30900,280,1011
Victor Valley Beauty College Inc,CA,2011,14300,37,84
Victor Valley College,CA,2011,25800,838,1859
Berkeley City College,CA,2011,27100,280,546
Walden University,MN,2011,54900,7,55
West Hills College-Coalinga,CA,2011,27700,290,1075
West Los Angeles College,CA,2011,28900,279,1050
West Valley College,CA,2011,33300,172,551
Carrington College-Sacramento,CA,2011,29700,582,1751
Westmont College,CA,2011,48300,41,339
Whittier College,CA,2011,45100,55,467
Woodbury University,CA,2011,45600,73,419
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Semiry,CA,2011,0,10,37
Yuba College,CA,2011,26200,831,2035
The Salon Professiol Academy-Grand Junction,CO,2011,0,27,48
Adams State University,CO,2011,33200,128,749
Aims Community College,CO,2011,31700,219,868
Arapahoe Community College,CO,2011,35200,244,936
Bel-Rea Institute of Animal Technology,CO,2011,30600,105,393
Altierus Career College-Colorado Springs,CO,2011,24700,196,554
Boulder College of Massage Therapy,CO,2011,21100,59,180
University of Colorado Denver/Anschutz Medical Campus,CO,2011,73800,94,713
University of Colorado Colorado Springs,CO,2011,41200,252,1519
Spartan College of Aeroutics and Technology,CO,2011,40300,224,1306
University of Colorado Boulder,CO,2011,48000,625,4461
Colorado Christian University,CO,2011,40500,118,652
Colorado College,CO,2011,41100,41,367
Concorde Career College-Aurora,CO,2011,29200,153,570
The Art Institute of Colorado,CO,2011,32400,507,2537
Colorado Mountain College,CO,2011,28800,143,583
Colorado Northwestern Community College,CO,2011,38300,58,248
Colorado School of Mines,CO,2011,74700,47,632
Colorado School of Trades,CO,2011,35800,36,122
Colorado State University-Fort Collins,CO,2011,44300,613,5134
Colorado Technical University-Colorado Springs,CO,2011,44100,167,1125
Empire Beauty School-Lakewood,CO,2011,24000,35,110
Community College of Aurora,CO,2011,32000,171,694
CollegeAmerica-Denver,CO,2011,28800,160,606
Delta Montrose Technical College,CO,2011,23600,44,151
Prince Institute-Rocky Mountains,CO,2011,34700,46,189
Community College of Denver,CO,2011,27900,645,1390
Lincoln College of Technology-Denver,CO,2011,35800,147,755
Westwood College-Denver North,CO,2011,35000,588,2668
University of Denver,CO,2011,51400,174,1266
Emily Griffith Technical College,CO,2011,23500,90,164
Fort Lewis College,CO,2011,34000,208,1322
Front Range Community College,CO,2011,35400,573,2421
Glenwood Beauty Academy,CO,2011,0,9,37
Hair Dymics Education Center,CO,2011,16300,24,100
Intertiol Salon and Spa Academy,CO,2011,15100,62,147
Lamar Community College,CO,2011,26600,90,327
Colorado Mesa University,CO,2011,34600,331,1665
Metropolitan State University of Denver,CO,2011,38600,806,4499
Morgan Community College,CO,2011,29600,90,317
ropa University,CO,2011,18600,53,130
tiol American University-Colorado Springs,CO,2011,37800,292,1685
tiol American University-Denver,CO,2011,37800,292,1685
zarene Bible College,CO,2011,34500,34,169
Northeastern Junior College,CO,2011,34200,72,608
University of Northern Colorado,CO,2011,39000,383,2920
Otero Junior College,CO,2011,28900,128,449
Altierus Career College-Thornton,CO,2011,26400,385,1318
Pikes Peak Community College,CO,2011,29900,600,2175
IBMC College,CO,2011,24800,93,304
Pueblo Community College,CO,2011,26900,519,1602
Red Rocks Community College,CO,2011,34600,205,816
Regis University,CO,2011,53100,203,1584
Rocky Mountain College of Art and Design,CO,2011,28100,29,171
Montessori Education Center of the Rockies,CO,2011,0,5,30
Colorado State University-Pueblo,CO,2011,36200,251,1390
Pickens Technical College,CO,2011,19100,14,57
Intellitec College-Colorado Springs,CO,2011,30800,69,229
Intellitec College-Grand Junction,CO,2011,25400,93,278
Trinidad State Junior College,CO,2011,25000,259,757
Empire Beauty School-Thornton,CO,2011,19900,21,77
Western State Colorado University,CO,2011,36500,93,690
Albertus Magnus College,CT,2011,52200,75,645
Paul Mitchell the School-Danbury,CT,2011,19800,14,60
Asnuntuck Community College,CT,2011,32400,25,149
Branford Hall Career Institute-Branford Campus,CT,2011,29700,523,1869
Lincoln College of New England-Southington,CT,2011,30300,38,289
Bridgeport Hospital School of Nursing,CT,2011,66800,5,83
University of Bridgeport,CT,2011,40600,59,340
Butler Business School Inc,CT,2011,21200,36,145
Central Connecticut State University,CT,2011,43700,233,2168
Charter Oak State College,CT,2011,39800,19,101
Connecticut Center for Massage Therapy-Newington,CT,2011,27300,71,326
Connecticut College,CT,2011,51000,36,301
Marinello Schools of Beauty-East Hartford,CT,2011,16500,71,167
Porter and Chester Institute of Branford,CT,2011,44300,32,173
University of Connecticut,CT,2011,53900,378,4681
Goodwin College,CT,2011,25800,351,944
Lincoln Technical Institute-East Windsor,CT,2011,37300,101,526
Eastern Connecticut State University,CT,2011,42400,141,1420
Fairfield University,CT,2011,69000,53,1004
Paul Mitchell the School-North Haven,CT,2011,22300,39,105
Capital Community College,CT,2011,35000,112,673
American Institute-West Hartford,CT,2011,29200,73,295
University of Hartford,CT,2011,45900,154,1697
Holy Apostles College and Semiry,CT,2011,0,0,0
Housatonic Community College,CT,2011,30100,267,1093
Sanford-Brown College-Farmington,CT,2011,32600,141,706
The Leon Institute of Hair Design,CT,2011,0,7,30
Lyme Academy College of Fine Arts,CT,2011,0,9,34
Manchester Community College,CT,2011,33800,178,743
ugatuck Valley Community College,CT,2011,32500,149,774
Middlesex Community College,CT,2011,30100,77,232
Mitchell College,CT,2011,29800,60,322
Three Rivers Community College,CT,2011,32600,128,566
Lincoln Technical Institute-New Britain,CT,2011,39400,134,664
New England Tractor Trailer Training School of Connecticut,CT,2011,36800,192,656
University of New Haven,CT,2011,48900,105,1014
Ridley-Lowell Business & Technical Institute-New London,CT,2011,26800,41,117
Norwalk Community College,CT,2011,31900,124,542
Northwestern Connecticut Community College,CT,2011,27000,36,134
Paier College of Art Inc,CT,2011,24600,20,90
Marinello Schools of Beauty-Meriden,CT,2011,19900,22,75
Porter and Chester Institute of Stratford,CT,2011,36300,193,845
Post University,CT,2011,36600,50,447
Quinebaug Valley Community College,CT,2011,25100,106,331
Quinnipiac University,CT,2011,56400,115,1738
Sacred Heart University,CT,2011,54100,90,1331
University of Saint Joseph,CT,2011,49700,52,491
Gateway Community College,CT,2011,30200,247,912
St Vincent's College,CT,2011,64000,15,138
Southern Connecticut State University,CT,2011,41700,231,2224
Stone Academy-West Haven,CT,2011,28700,59,267
Trinity College,CT,2011,56100,25,345
Tunxis Community College,CT,2011,34300,89,433
Wesleyan University,CT,2011,50900,47,477
Western Connecticut State University,CT,2011,43300,137,1169
Yale University,CT,2011,66000,113,996
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,2011,0,0,0
Dawn Career Institute LLC,DE,2011,24700,58,168
Delaware Technical Community College-Owens,DE,2011,28800,204,915
Delaware Technical Community College-Terry,DE,2011,29000,122,540
Delaware Technical Community College-Stanton/Wilmington,DE,2011,33500,205,1030
Delaware State University,DE,2011,34200,145,1098
University of Delaware,DE,2011,54300,243,3788
Goldey-Beacom College,DE,2011,43900,25,259
Schilling-Douglas School of Hair Design LLC,DE,2011,20800,27,89
Wesley College,DE,2011,41400,68,744
Wilmington University,DE,2011,43000,93,919
American University,DC,2011,55900,148,1369
Catholic University of America,DC,2011,54500,76,784
Corcoran College of Art and Design,DC,2011,34100,45,208
University of the District of Columbia,DC,2011,36200,301,1160
Gallaudet University,DC,2011,25600,86,296
George Washington University,DC,2011,64500,230,1991
Georgetown University,DC,2011,83300,146,1362
Howard University,DC,2011,46500,208,1826
Medtech Institute,VA,2011,27400,325,1274
Strayer University-District of Columbia,DC,2011,51700,804,5264
tiol Conservatory of Dramatic Arts,DC,2011,0,0,0
Trinity Washington University,DC,2011,52100,42,272
Wyotech-Dayto,FL,2011,32100,140,417
The Art Institute of Fort Lauderdale,FL,2011,29500,556,2046
Atlantic Technical College,FL,2011,33200,69,259
The Baptist College of Florida,FL,2011,29900,39,200
Barry University,FL,2011,45300,302,2269
Bethune-Cookman University,FL,2011,28700,150,1100
Lynn University,FL,2011,35500,77,406
GUTI The Premier Beauty & Wellness Academy,FL,2011,0,19,24
Bradford-Union Technical Center,FL,2011,0,25,33
Eastern Florida State College,FL,2011,28700,602,2236
Broward College,FL,2011,33400,1384,6232
Fortis College-Winter Park,FL,2011,20900,125,514
Carlos Albizu University-Miami,FL,2011,24900,70,256
College of Central Florida,FL,2011,29700,383,1407
Johnson University Florida,FL,2011,29500,16,79
University of Central Florida,FL,2011,43000,881,7897
Charlotte Technical College,FL,2011,20000,52,137
Chipola College,FL,2011,29700,70,417
Clearwater Christian College,FL,2011,34700,46,222
Lorenzo Walker Technical College,FL,2011,32800,25,94
Dayto State College,FL,2011,27000,837,2880
South University-West Palm Beach,FL,2011,29800,266,1166
Eckerd College,FL,2011,40800,115,607
Florida SouthWestern State College,FL,2011,32300,299,1458
Edward Waters College,FL,2011,25600,200,815
Embry-Riddle Aeroutical University-Dayto Beach,FL,2011,60900,250,3088
Florida Agricultural and Mechanical University,FL,2011,37300,335,2993
Florida Atlantic University,FL,2011,41400,722,4682
Florida State College at Jacksonville,FL,2011,32100,1079,4375
Flagler College-St Augustine,FL,2011,37200,97,783
Florida College,FL,2011,36900,72,225
Concorde Career Institute-Jacksonville,FL,2011,20700,202,562
Concorde Career Institute-Miramar,FL,2011,22500,224,848
Concorde Career Institute-Tampa,FL,2011,23900,195,569
Adventist University of Health Sciences,FL,2011,51100,39,379
Florida Institute of Technology,FL,2011,53100,62,599
Florida Institute of Ultrasound Inc,FL,2011,47900,12,78
Florida Intertiol University,FL,2011,45100,780,5580
Florida Keys Community College,FL,2011,27100,93,271
Florida Memorial University,FL,2011,27700,207,898
Florida Career College-Miami,FL,2011,34300,286,1062
Florida Southern College,FL,2011,37600,87,806
Florida State University,FL,2011,44000,736,7222
Florida Technical College,FL,2011,26900,229,634
University of Southernmost Florida,FL,2011,29800,56,275
University of Florida,FL,2011,51300,699,6988
Everest University-Pompano Beach,FL,2011,30000,243,1001
Fort Pierce Beauty Academy,FL,2011,15500,67,147
Full Sail University,FL,2011,34100,523,2834
George Stone Technical Center,FL,2011,21500,111,204
George T Baker Aviation Technical College,FL,2011,40300,25,136
Gulf Coast State College,FL,2011,29900,381,1505
Key College,FL,2011,33000,39,98
Hillsborough Community College,FL,2011,32500,829,3786
Hobe Sound Bible College,FL,2011,0,6,34
Cortiva Institute-Florida,FL,2011,25700,62,190
Indian River State College,FL,2011,28700,389,1609
Sanford-Brown College-Tampa,FL,2011,27800,412,1723
Intertiol Academy,FL,2011,17600,74,151
AI Miami Intertiol University of Art and Design,FL,2011,29300,144,529
ATI College of Health,FL,2011,28400,130,418
ITT Technical Institute-Tampa,FL,2011,38400,551,3365
Jacksonville University,FL,2011,47700,118,889
Jones College-Jacksonville,FL,2011,28300,135,543
Keiser University-Ft Lauderdale,FL,2011,29600,642,2550
Heritage Institute-Ft Myers,FL,2011,23500,26,63
La Belle Beauty School,FL,2011,13500,197,400
Florida Gateway College,FL,2011,30200,174,728
Lake Technical College,FL,2011,24100,50,153
Lake-Sumter State College,FL,2011,30400,137,585
Fort Myers Technical College,FL,2011,28300,40,133
Lively Technical Center,FL,2011,22900,93,220
Lindsey Hopkins Technical College,FL,2011,27900,23,147
Loraines Academy & Spa,FL,2011,15600,47,124
Luther Rice College & Semiry,GA,2011,38600,13,50
State College of Florida-Matee-Sarasota,FL,2011,29600,473,1928
Matee Technical College,FL,2011,27100,63,249
Manhattan Hairstyling Academy,FL,2011,14400,155,291
Margate School of Beauty Inc,FL,2011,15500,170,383
Traviss Technical College,FL,2011,27300,42,159
Trinity Intertiol University-Florida,FL,2011,38200,113,651
Miami Lakes Educatiol Center and Technical College,FL,2011,31700,55,238
Miami Dade College,FL,2011,30500,4266,20033
University of Miami,FL,2011,52400,303,2348
Orange Technical College-Mid Florida Campus,FL,2011,24400,64,151
Beauty Schools of America-Miami,FL,2011,14300,590,1094
Remington College-Tampa Campus,FL,2011,28900,705,2748
Everest Institute-North Miami,FL,2011,26100,334,1518
Everest Institute-Hialeah,FL,2011,26100,334,1518
Academy of Palm Beach,FL,2011,17900,49,160
Lincoln College of Technology-West Palm Beach,FL,2011,31400,246,958
Fortis College-Tampa,FL,2011,21000,65,169
Paul Mitchell the School-Jacksonville,FL,2011,0,16,43
North Florida Community College,FL,2011,27300,77,323
University of North Florida,FL,2011,41600,369,2640
Northwood University-Florida,FL,2011,44600,226,1850
Nova Southeastern University,FL,2011,46500,279,1844
Northwest Florida State College,FL,2011,29500,330,1211
Everest University-North Orlando,FL,2011,25300,804,3059
Orange Technical College-Orlando Campus,FL,2011,31500,36,143
Palm Beach Atlantic University,FL,2011,38100,145,923
Palm Beach State College,FL,2011,31500,602,2812
Pasco-Herndo State College,FL,2011,29100,447,1565
Pensacola State College,FL,2011,27500,709,2566
Pinellas Technical College-Clearwater,FL,2011,25100,123,279
Polk State College,FL,2011,31200,179,965
Radford M Locklin Technical Center,FL,2011,20800,29,76
ATI Career Training Center-Miami,FL,2011,28400,130,418
ATI Career Training Center-Oakland Park,FL,2011,28400,130,418
Ridge Technical College,FL,2011,19500,47,92
Ringling College of Art and Design,FL,2011,32800,65,357
Toni & Guy Hairdressing Academy-Jacksonville,FL,2011,17100,23,56
